index,question,answer,Usage
test_0948,তুব্বা আবু কারব আসাদ কাবা শরীফ আচ্ছাদনের জন্য দ্বিতীয়বার কোন উপকরণ ব্যবহার করেন?,"মামিজিয়ান, পাপিরাস।",Private
test_0949,মেরোপস শ্রেণিবিভাগের ক্ষেত্রে কোন স্তরটি বিবেচনা করা হয়?,তৃতীয় এবং প্রাথমিক কাঠামোগত স্তর।,Private
test_0950,গোয়াংজু ফুটবল ক্লাবের বর্তমান অধিনায়ক কে?,আন ইয়াং-কিউ।,Public
test_0951,সুন্দরপুর ইউনিয়ন কোন উপজেলার আওতাধীন?,ফটিকছড়ি।,Private
test_0952,মনমোহন দেশাইয়ের পিতা কিকুভাই দেশাই কোন স্টুডিওর মালিক ছিলেন?,প্যারামাউন্ট স্টুডিও।,Private
test_0953,এশিয়ান পেইন্টস কোন ধরনের পুরস্কার প্রদান করে?,শারদ সম্মান।,Public
test_0954,বাংলাদেশের পঞ্চবার্ষিক পরিকল্পনার প্রধান লক্ষ্য কী?,দারিদ্র্য হ্রাস।,Public
test_0955,নাট্যশাস্ত্রে হাস্যের উৎপত্তি কীভাবে বর্ণনা করা হয়েছে?,শৃঙ্গার থেকে।,Public
test_0956,পেরুমল তিরুমলি সংকলনের প্রথম স্তোত্রটি কীভাবে উল্লেখ করা হয়েছে?,নিম্নরূপ।,Private
test_0957,রায়ান ফিলিপ কোন চলচ্চিত্রে অভিনয় করে একাডেমি পুরস্কার বিজয়ী হন?,"""ক্র্যাশ""।",Public
test_0958,টিমোথি ক্রিসি কোন পদে অধিষ্ঠিত ছিলেন?,সিনিয়র কমান্ড।,Private
test_0959,ভারতের বায়োডাইভার্সিটি হটস্পটগুলিতে কী ধরনের প্রজাতি দেখা যায়?,এনডেমিক প্রজাতি।,Private
test_0960,তুকোলা কোলা মার্কাটি কোন কোম্পানির সাথে যৌথ উদ্যোগে উত্পাদিত হয়?,নেসলে গ্রুপ।,Private
test_0961,কর্নেল উলরিচের শৈশবে তার পিতা-মাতা কীভাবে পরিবর্তন হয়েছিল?,পরস্পর আলাদা হয়ে যান।,Private
test_0962,ডিয়োগো আলভেসের মাথা বর্তমানে কোথায় রয়েছে?,লিসবন বিশ্ববিদ্যালয়ের মেডিসিন অনুষদের শারীরবৃত্তীয় থিয়েটারে।,Private
test_0963,ইলিয়াজ মিরাহোরি মসজিদের অবস্থান কী?,একটি ঐতিহাসিক মসজিদ।,Private
test_0964,"ককুদ্মি ও রেবতী যখন পৃথিবীতে ফিরে আসেন, তখন তারা কতগুলি চতুর্যুগের পরিবর্তন দেখতে পান?",২৭ চতুর্যুগ।,Public
test_0965,বড়িশা পাঠাগার স্থাপনের মূল উদ্যোক্তাদের মধ্যে কারা ছিলেন?,"ভূষণচন্দ্র বন্দ্যোপাধ্যায়, গিরীন্দ্রনাথ রায়চৌধুরী, সিদ্ধেশ্বর দত্ত, প্রসাদদাস রায়চৌধুরী, সতীশচন্দ্র মতিলাল, হরিচরণ রায়চৌধুরী, বিনোদবিহারী রায়চৌধুরী ও গুরুচরণ রায়চৌধুরী।",Public
test_0966,সুনীল চন্দ্র তিরকি কবে মন্ত্রিত্ব থেকে পদত্যাগ করেন?,২০১২ সালের সেপ্টেম্বর।,Public
test_0967,১৯৫৬ এএফসি এশিয়ান কাপ কোন দেশে অনুষ্ঠিত হয়েছিল?,হংকং।,Private
test_0968,কেনিয়ার কিপসিগিস লোকেরা কোন মানকে গুরুত্ব দেয়?,এনজিওম।,Public
test_0969,দিল্লির সদস্যরূপে ঋষভ পন্ত কোন দলের বিপক্ষে অনূর্ধ্ব-১৯ পর্যায়ের ক্রিকেট খেলায় অংশগ্রহণ করেন?,আসাম।,Public
